N|Uuki,ngh,Tuu,Tuu,29d43S,19d05E,,,,,Lg lacks numeral classifiers & Adj further from noun than Num,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Bariai,bch,Oceanic,Austronesian,5d30S,148d40E,,,Adj is not verb & Adj closer to noun than Dem,Lg lacks numeral classifiers & Num closer to noun than Dem,,Adj is not verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,Adj is not verb & NAdj & NNum
Lusi,khl,Oceanic,Austronesian,5d35S,149d40E,N-A-Dem-Num,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,Lg lacks numeral classifiers & Num further from noun than Dem,Lg lacks numeral classifiers & Adj closer to noun than Num,Adj is not verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,Adj is not verb & NAdj & NNum
Kove,kvc,Oceanic,Austronesian,5d35S,149d38E,,,,Lg lacks numeral classifiers & Num further from noun than Dem,,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Jabêm,jae,Oceanic,Austronesian,6d40S,147d50E,N-A-Num-Dem,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,,,Adj is not verb & NAdj,,,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NNum
Bukawa,buk,Oceanic,Austronesian,6d50S,147d15E,N-A-Num-Dem,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,Lg lacks numeral classifiers & Num closer to noun than Dem,Lg lacks numeral classifiers & Adj closer to noun than Num,Adj is not verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,Adj is not verb & NAdj & NNum
Labu,lbu,Oceanic,Austronesian,6d45S,146d55E,N-A-Num-Dem,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,,,Adj is not verb & NAdj,,,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NNum
Adzera,azr,Oceanic,Austronesian,6dS,145d55E,,,,,,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Wampar,lbq,Oceanic,Austronesian,6d45S,146d35E,,,,,,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,,,
Buang (Mapos),bzh,Oceanic,Austronesian,6d50S,146d55E,N-A-Num-Dem,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,Lg lacks numeral classifiers & Num closer to noun than Dem,Lg lacks numeral classifiers & Adj closer to noun than Num,Adj is not verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,Adj is not verb & NAdj & NNum
Sudest,tgo,Oceanic,Austronesian,11d30S,153d27E,N-A-Num-Dem,Adj is verb & Adj closer to noun than Num,Adj is verb & Adj closer to noun than Dem,Lg has numeral classifiers & Num closer to noun than Dem,Lg has numeral classifiers & Adj closer to noun than Num,Adj is verb & NAdj,Lg has numeral classifiers & Num and Dem occur on same side of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,,Adj is verb & NAdj & NNum
Dawawa,dww,Oceanic,Austronesian,10d05S,150dE,,,,,,Adj is verb & NAdj,,,,Adj is verb & NAdj & NNum
Tawala,tbo,Oceanic,Austronesian,10d20S,150d40E,Dem-N-A-Num,Adj is not verb & Adj closer to noun than Num,,,,Adj is not verb & NAdj,,,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NNum
Gumawana,gvs,Oceanic,Austronesian,9d15S,150d50E,,,,,,Adj is not verb & NAdj,,,,Adj is not verb & NAdj & NNum
Koluwawa,klx,Oceanic,Austronesian,9d27S,150d27E,N-Dem-A-Num,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj further from noun than Dem,,,Adj is not verb & NAdj,,,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NNum
Iduna,viv,Oceanic,Austronesian,9d20S,150d15E,Dem-N-A-Num,Adj is not verb & Adj closer to noun than Num,,,Lg lacks numeral classifiers & Adj closer to noun than Num,Adj is not verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NNum
Kilivila,kij,Oceanic,Austronesian,8d30S,151d05E,Num-N-Dem-A,,Adj is not verb & Adj further from noun than Dem,,,Adj is not verb & NAdj,Lg has numeral classifiers & Num and Dem occur on different sides of noun,Lg has numeral classifiers & Num and Adj occur on different sides of noun,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NumN
Mekeo,mek,Oceanic,Austronesian,8d20S,146d30E,Dem-N-A-Num,,,,,,,,,
Roro,rro,Oceanic,Austronesian,8d45S,146d35E,N-A-Dem-Num,Adj is verb & Adj closer to noun than Num,Adj is verb & Adj closer to noun than Dem,,,Adj is verb & NAdj,,,,Adj is verb & NAdj & NNum
Ala'ala,nrz,Oceanic,Austronesian,8d55S,146d45E,,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,,,Adj is not verb & NAdj,,,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NNum
Sinaugoro,snc,Oceanic,Austronesian,9d50S,147d50E,Dem-N-A-Num,,,,Lg lacks numeral classifiers & Adj closer to noun than Num,,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Bali-Vitu,bbn,Oceanic,Austronesian,4d54S,149d07E,N-A-Num-Dem,,,,,,,,,
Amara,aie,Oceanic,Austronesian,5d40S,148d40E,N-A-Num-Dem,Adj is verb & Adj closer to noun than Num,Adj is verb & Adj closer to noun than Dem,,,Adj is verb & NAdj,,,,Adj is verb & NAdj & NNum
Kaulong,pss,Oceanic,Austronesian,6d10S,149d40E,N-A-Dem-Num,,,Lg lacks numeral classifiers & Num further from noun than Dem,Lg lacks numeral classifiers & Adj closer to noun than Num,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Patpatar,gfk,Oceanic,Austronesian,3d45S,152d30E,Dem-Num-A-N,,,,,,,,,
Ramoaaina,rai,Oceanic,Austronesian,4d10S,152d25E,Num-A-N-Dem,,,,,,,,,
Tungak,lcm,Oceanic,Austronesian,2d33S,150d15E,Num-N-A-Dem,,,,,,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,
Tigak,tgc,Oceanic,Austronesian,2d43S,150d48E,Num-N-A-Dem,,,,,,,,,
Kara (in Papua New Guinea),leu,Oceanic,Austronesian,2d50S,151d7E,N-A-Num-Dem,,,Lg lacks numeral classifiers & Num closer to noun than Dem,Lg lacks numeral classifiers & Adj closer to noun than Num,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Nalik,nal,Oceanic,Austronesian,2d57S,151d20E,N-A-Num-Dem,,,Lg has numeral classifiers & Num closer to noun than Dem,Lg has numeral classifiers & Adj closer to noun than Num,,Lg has numeral classifiers & Num and Dem occur on same side of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,,
Madak,mmx,Oceanic,Austronesian,4d15S,152dE,Dem-Num-N-A,,,,,Adj is verb & NAdj,,,,Adj is verb & NAdj & NumN
Wuvulu,wuv,Oceanic,Austronesian,1d30N,143dE,Dem-Num-A-N,Adj is verb & Adj closer to noun than Num,Adj is verb & Adj closer to noun than Dem,Lg has numeral classifiers & Num closer to noun than Dem,Lg has numeral classifiers & Adj closer to noun than Num,Adj is verb & AdjN,Lg has numeral classifiers & Num and Dem occur on same side of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,,Adj is verb & AdjN & NumN
Seimat,ssg,Oceanic,Austronesian,1d30N,144d30E,Num-N-A-Dem,,,,,,,,,
Loniu,los,Oceanic,Austronesian,2d04S,147d20E,N-A-Num-Dem,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,Lg has numeral classifiers & Num closer to noun than Dem,Lg has numeral classifiers & Adj closer to noun than Num,Adj is not verb & NAdj,Lg has numeral classifiers & Num and Dem occur on same side of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NNum
Kele,sbc,Oceanic,Austronesian,2d05S,147d05E,N-Num-A-Dem,Adj is not verb & Adj further from noun than Num,Adj is not verb & Adj closer to noun than Dem,Lg has numeral classifiers & Num closer to noun than Dem,Lg has numeral classifiers & Adj further from noun than Num,Adj is not verb & NAdj,Lg has numeral classifiers & Num and Dem occur on same side of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NNum
Halia,hla,Oceanic,Austronesian,5d15S,154d40E,Num-N-A-Dem,,,,,,,,,
Taiof,sps,Oceanic,Austronesian,5d32S,154d38E,Num-N-A-Dem,,,,,,,,,
Vinitiri,vmg,Oceanic,Austronesian,4d17S,152dE,Dem-Num-N-A,,,,,,,,,
Teop,tio,Oceanic,Austronesian,5d40S,155dE,Num-N-Dem-A,,,,,,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,
Sisiqa,--,Oceanic,Austronesian,7dS,156d50E,Num-N-A-Dem,,,,,,,,,
Roviana,rug,Oceanic,Austronesian,8d15S,157d20E,Num-N-A-Dem,,Adj is not verb & Adj closer to noun than Dem,,,Adj is not verb & NAdj,,,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NumN
Hoava,hoa,Oceanic,Austronesian,8d05S,157d30E,Num-N-A-Dem,,Adj is verb & Adj closer to noun than Dem,,,Adj is verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,Adj is verb & NAdj & NumN
Kokota,kkk,Oceanic,Austronesian,8dS,159d08E,Num-N-A-Dem,,,,,,,,,
Buma,tkw,Oceanic,Austronesian,11d38S,166d50E,N-Num-A-Dem,,,Lg lacks numeral classifiers & Num closer to noun than Dem,Lg lacks numeral classifiers & Adj further from noun than Num,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Anejom,aty,Oceanic,Austronesian,20d12S,169d48E,,,,Lg lacks numeral classifiers & Num closer to noun than Dem,,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Erromangan,erg,Oceanic,Austronesian,18d50S,169d10E,,,Adj is not verb & Adj closer to noun than Dem,,,Adj is not verb & NAdj,,,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NNum
Lenakel,tnl,Oceanic,Austronesian,19d27S,169d15E,N-A-Num-Dem,,,,,,,,,
Belep,yly,Oceanic,Austronesian,19d45S,163d40E,,,,,,,,Lg has numeral classifiers & Num and Adj occur on same side of noun,,
Xârâcùù,ane,Oceanic,Austronesian,21d40S,166dE,Num-A-N-Dem,Adj is not verb & Adj closer to noun than Num,,,,Adj is not verb & AdjN,,,,Adj is not verb & AdjN & NumN
Iaai,iai,Oceanic,Austronesian,20d25S,166d35E,Num-A-N-Dem,,,,Lg lacks numeral classifiers & Adj closer to noun than Num,,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Drehu,dhv,Oceanic,Austronesian,21dS,167d15E,Num-N-Dem-A,,,,,,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,
Kiribati,gil,Oceanic,Austronesian,1d20N,173dE,,,,,,,Lg has numeral classifiers & Num and Dem occur on different sides of noun,Lg has numeral classifiers & Num and Adj occur on different sides of noun,,
Kosraean,kos,Oceanic,Austronesian,5d18N,163dE,N-A-Num-Dem,,,,,,,,,
Pingilapese,pif,Oceanic,Austronesian,6d12N,160d43E,N-A-Num-Dem,,,Lg has numeral classifiers & Num closer to noun than Dem,Lg has numeral classifiers & Adj closer to noun than Num,,Lg has numeral classifiers & Num and Dem occur on same side of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,,
Mokilese,mkj,Oceanic,Austronesian,6d40N,159d45E,N-A-Num-Dem,Adj is verb & Adj closer to noun than Num,Adj is verb & Adj closer to noun than Dem,,,Adj is verb & NAdj,,,,Adj is verb & NAdj & NNum
Pohnpeian,pon,Oceanic,Austronesian,6d53N,158d15E,,,Adj is verb & Adj closer to noun than Dem,,,Adj is verb & NAdj,,,,Adj is verb & NAdj & NNum
Woleaian,woe,Oceanic,Austronesian,7d20N,143d50E,Num-N-A-Dem,,,,,,Lg has numeral classifiers & Num and Dem occur on different sides of noun,Lg has numeral classifiers & Num and Adj occur on different sides of noun,,
Longgu,lgu,Oceanic,Austronesian,9d45S,160d40E,Num-N-A-Dem,,,,,,,,,
Wala,lgl,Oceanic,Austronesian,8d50S,160d45E,Num-N-A-Dem,,,,,,Lg has numeral classifiers & Num and Dem occur on different sides of noun,Lg has numeral classifiers & Num and Adj occur on different sides of noun,,
Kwaio,kwd,Oceanic,Austronesian,8d57S,161dE,Num-N-A-Dem,,,,,,Lg has numeral classifiers & Num and Dem occur on different sides of noun,Lg has numeral classifiers & Num and Adj occur on different sides of noun,,
'Are'are,alu,Oceanic,Austronesian,9d15S,161d10E,Num-N-A-Dem,,,,,,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,
Avava,tmv,Oceanic,Austronesian,16d15S,167d30E,N-A-Num-Dem,,,Lg lacks numeral classifiers & Num closer to noun than Dem,Lg lacks numeral classifiers & Adj closer to noun than Num,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Vinmavis,vnm,Oceanic,Austronesian,16d10S,167d25E,N-A-Num-Dem,,,,,,,,,
Mwotlap,mlv,Oceanic,Austronesian,13d35S,167d35E,N-A-Num-Dem,,,Lg lacks numeral classifiers & Num closer to noun than Dem,Lg lacks numeral classifiers & Adj closer to noun than Num,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Ambae (Lolovoli Northeast),omb,Oceanic,Austronesian,15d25S,167d50E,N-A-Num-Dem,,,,,,,,,
Paamese,pma,Oceanic,Austronesian,16d30S,168d15E,,Adj is verb & Adj further from noun than Num,,,,Adj is verb & NAdj,,,,Adj is verb & NAdj & NNum
Araki,akr,Oceanic,Austronesian,15d40?S,166d55?E,N-A-Dem-Num,,,,,,,,,
Tamambo,mla,Oceanic,Austronesian,15d40S,167d10E,N-A-Dem-Num,,,Lg lacks numeral classifiers & Num further from noun than Dem,Lg lacks numeral classifiers & Adj closer to noun than Num,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Nahavaq,sns,Oceanic,Austronesian,16d31S,167d29E,,,Adj is verb & Adj closer to noun than Dem,Lg lacks numeral classifiers & Num closer to noun than Dem,,Adj is verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,Adj is verb & NAdj & NNum
Mavea,mkv,Oceanic,Austronesian,30dS,167d13E,N-A-Dem-Num,Adj is verb & Adj closer to noun than Num,Adj is verb & Adj closer to noun than Dem,Lg lacks numeral classifiers & Num further from noun than Dem,Lg lacks numeral classifiers & Adj closer to noun than Num,Adj is verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,Adj is verb & NAdj & NNum
Unua,onu,Oceanic,Austronesian,16d18S,167d35E,N-A-Num-Dem,,,Lg lacks numeral classifiers & Num closer to noun than Dem,Lg lacks numeral classifiers & Adj closer to noun than Num,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Port Sandwich,psw,Oceanic,Austronesian,16d30S,167d45E,N-A-Dem-Num,,,Lg lacks numeral classifiers & Num further from noun than Dem,Lg lacks numeral classifiers & Adj closer to noun than Num,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Daakaka,bpa,Oceanic,Austronesian,16d15S,168dE,N-A-Num-Dem,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,,,Adj is not verb & NAdj,,,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NNum
Lewo,lww,Oceanic,Austronesian,16d45S,168d20E,N-A-Num-Dem,,,,,,,,,
Efate (South),erk,Oceanic,Austronesian,17d45S,168d25E,,,,Lg lacks numeral classifiers & Num closer to noun than Dem,,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Rotuman,rtm,Oceanic,Austronesian,12d30S,177d04E,N-A-Num-Dem,,,,,,,,,
Fijian,fij,Oceanic,Austronesian,17d50S,178dE,Num-N-A-Dem,,,,,,,,,
Niuean,niu,Oceanic,Austronesian,19d03S,170d07W,Num-N-A-Dem,,,,,,,,,
Tuvaluan,tvl,Oceanic,Austronesian,8d30S,179d10E,,,,,,Adj is verb & NAdj,,,,
Ifira-Mele,mxe,Oceanic,Austronesian,17d45S,168d15E,N-A-Num-Dem,,,Lg lacks numeral classifiers & Num closer to noun than Dem,Lg lacks numeral classifiers & Adj closer to noun than Num,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Rapanui,rap,Oceanic,Austronesian,27d07S,109d22W,Num-N-A-Dem,,,,,,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,
Maori,mri,Oceanic,Austronesian,40dS,176dE,,Adj is not verb & Adj closer to noun than Num,,,,Adj is not verb & NAdj,,,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NNum
Marquesan,mrq,Oceanic,Austronesian,8d55S,140d05W,,,,,,,,Lg has numeral classifiers & Num and Adj occur on different sides of noun,,
Hawaiian,haw,Oceanic,Austronesian,19d35N,155d30W,Dem-Num-N-A,,,,,,,,,
Foe,foi,East Kutubu,Trans-New Guinea,6d30S,143d30E,,,,,,Adj is not verb & NAdj,,,,
